ID,PersonNumber,PersonIdCode,LastName,FirstName,GenderAsString
1800,1800,NA,Clausen,Alfred,m
1801,1801,NA,Clausen,Felix-Ignaz,m
1802,1802,NA,Clavadetscher,Christian,m
1803,1803,NA,Clemenz,Joseph Anton,m
1804,1804,NA,Clerc,Blaise,m
1805,1805,NA,Clottu,Alfred,m
1806,1806,NA,Clottu,Gaston,m
1807,1807,NA,Colliard,Robert,m
1808,1808,NA,Colomb,Jules,m
1809,1809,NA,Comte,Pierre-A.,m
1810,1810,NA,Comtesse,H. Robert,m
1811,1811,NA,Condrau,Josef,m
1812,1812,NA,Contesse,Georges L.,m
1813,1813,NA,Conzett,Hans,m
1814,1814,NA,Conzett,Hans C.,m
1815,1815,NA,Corboz,François-S.,m
1816,1816,NA,Cornaz,Augste G. A.,m
1817,1817,NA,Cornaz,Ferdinand,m
1818,1818,NA,Cossy,Charles-F.,m
1819,1819,NA,Cossy,Maurice,m
1820,1820,NA,Cossy,Robert,m
1821,1821,NA,Cottier,Fernand,m
1822,1822,NA,Cottier,Henry,m
1823,1823,NA,Couchepin,Jules-Jean,m
1824,1824,NA,Coulin,Louis Edouard,m
1825,1825,NA,Courvoisier,Frédéric A.,m
1826,1826,NA,Cramer,Konrad H.,m
1827,1827,NA,Cressier,Georges,m
1828,1828,NA,Cretton,Maurice-Antoine,m
1829,1829,NA,Criblet,Frédéric,m
1830,1830,NA,Crisinel,Ulysse,m
1831,1831,NA,Crittin,Camille,m
1832,1832,NA,Cuenat,Henri,m
1833,1833,NA,Cuénoud,Samuel,m
1834,1834,NA,Curti,Basil Ferdinand,m
1835,1835,NA,Curti,Giuseppe,m
1836,1836,NA,Curti,Theodor,m
1837,1837,NA,Dähler,Edmund,m
1838,1838,NA,Dähler,Joh. Bap. Edmund,m
1839,1839,NA,Dähler,Johann Baptist,m
1840,1840,NA,Danioth,Ludwig,m
1841,1841,NA,Dapples,J.-S.-Edouard,m
1842,1842,NA,Darier,Jean-Jacques,m
1843,1843,NA,Darms,Gion,m
1844,1844,NA,Daucourt,Ernest,m
1845,1845,NA,David,Heinrich,m
1846,1846,NA,Dazzoni,Giovanni,m
1847,1847,NA,de Cérenville,Max,m
1848,1848,NA,de Chastonay,Jean-Marie,m
1849,1849,NA,de Chastonay,Victor,m
1850,1850,NA,de Coulon,Marcel,m
1851,1851,NA,de Coulon,Sydney,m
1852,1852,NA,de Courten,Adrien,m
1853,1853,NA,de Courten,Elias,m
1854,1854,NA,de Courten,Paul,m
1855,1855,NA,de Dardel,Otto A.,m
1856,1856,NA,de Demiéville,J.-B.-Louis,m
1857,1857,NA,de Diesbach de Belleroche,Louis,m
1858,1858,NA,de Diesbach de Torny,Max F.,m
1859,1859,NA,de Gingins,Aymon,m
1860,1860,NA,de Kalbermatten,Louis,m
1861,1861,NA,de Lavallaz,Eugène,m
1862,1862,NA,de Loës,Auguste,m
1863,1863,NA,de Meuron,Alois,m
1864,1864,NA,de Meuron,H. Pierre,m
1865,1865,NA,de Montenach,Georges-Jean-Joseph,m
1866,1866,NA,de Montheys,Ferdinand,m
1867,1867,NA,de Muralt,Jean,m
1868,1868,NA,de Preux,Charles,m
1869,1869,NA,De Rabours,Frédéric-Jules,m
1870,1870,NA,de Riedmatten,Antoine,m
1871,1871,NA,de Rivaz,Charles,m
1872,1872,NA,de Rivaz,Charles-Louis,m
1873,1873,NA,de Schaller,Henri Gaspard,m
1874,1874,NA,de Schaller,Julien,m
1875,1875,NA,de Senarclens,Aymon,m
1876,1876,NA,de Stockalper,Georges,m
1877,1877,NA,de Stoppani,Leone,m
1878,1878,NA,de Techtermann,Ph.-A.-Arthur,m
1879,1879,NA,de Weck,Ernest,m
1880,1880,NA,de Weck,Louis,m
1881,1881,NA,de Werra,Camille,m
1882,1882,NA,de Werra,Charles,m
1883,1883,NA,de Wuilleret,Charles,m
1884,1884,NA,de Wuilleret,Louis,m
1885,1885,NA,Debonneville,Victor-O.,m
1886,1886,NA,Decollogny,Ernest-Ed.,m
1887,1887,NA,Decoppet,Camille,m
1888,1888,NA,Decoppet,Lucien,m
1889,1889,NA,Decrousnaz,Jeannot,m
1890,1890,NA,Decurtins,Caspar,m
1891,1891,NA,Dedual,Julius E. F.,m
1892,1892,NA,Défayes,Camille,m
1893,1893,NA,Degen,Friedrich,m
1894,1894,NA,Degen,Walter,m
1895,1895,NA,Déglon,P.-Louis,m
1896,1896,NA,Déglon,P.-Samuel,m
1897,1897,NA,Delarageaz,J.-Louis-Henri,m
1898,1898,NA,Delarageaz,Louis-Charles,m
1899,1899,NA,Delatena,Joseph,m
1900,1900,NA,Dellberg,Karl,m
1901,1901,NA,Demarchi,Agostino,m
1902,1902,NA,Dénéréaz,David,m
1903,1903,NA,Dénériaz,Alexandre,m
1904,1904,NA,Denzler,Louis,m
1905,1905,NA,Deonna,Raymond,m
1906,1906,NA,Deschenaux,Eugène,m
1907,1907,NA,Desor,P. J. Edouard,m
1908,1908,NA,Despland,Gabriel,m
1909,1909,NA,Desplands,Maurice-H.-G.,m
1910,1910,NA,Deucher,Adolf K. W.,m
1911,1911,NA,Deucher,G. Adolf,m
1912,1912,NA,Devenoge,François,m
1913,1913,NA,Dicker,Jacques,m
1914,1914,NA,Diethelm,Josef,m
1915,1915,NA,Dietler,Hermann,m
1916,1916,NA,Dietschi,Eugen,m
1917,1917,NA,Dietschi,Hugo,m
1918,1918,NA,Dietschi,Urs,m
1919,1919,NA,Dind,Emile,m
1920,1920,NA,Dinichert,Constant,m
1921,1921,NA,Dinkelmann,Hans,m
1922,1922,NA,Dobler,Karl,m
1923,1923,NA,Doessekel,Johann,m
1924,1924,NA,Dollfus,Ruggero,m
1925,1925,NA,Donini,Gaetano,m
1926,1926,NA,Dossenbach,Oswald,m
1927,1927,NA,Doswald,Adolf,m
1928,1928,NA,Dotta,Carlo,m
1929,1929,NA,Droz,Armand,m
1930,1930,NA,Droz,Numa,m
1931,1931,NA,Druey,Daniel-Henri,m
1932,1932,NA,Du Plessis,Théodore,m
1933,1933,NA,Dubois,Jean-Pierre,m
1934,1934,NA,Dubs,Jakob,m
1935,1935,NA,Dubuis,Alphonse,m
1936,1936,NA,Düby,Emil,m
1937,1937,NA,Düby,Hans,m
1938,1938,NA,Düby,Kurt RU,m
1939,1939,NA,Duchosal,Jean-Henri,m
1940,1940,NA,Ducommun,Paul-Louis,m
1941,1941,NA,Ducrey,Jos.-Henry,m
1942,1942,NA,Dufernex,B.-Benjamin,m
1943,1943,NA,Dufour,Guillaume-Henri,m
1944,1944,NA,Dufour,Jean-Etienne,m
1945,1945,NA,Duft,Emil,m
1946,1946,NA,Duft,Johannes,m
1947,1947,NA,Düggelin,Jos. Meinrad Benedikt,m
1948,1948,NA,Duplan,Charles-L.,m
1949,1949,NA,Dür,F. August,m
1950,1950,NA,Dürig,Josef,m
1951,1951,NA,Dürrenmatt,Peter,m
1952,1952,NA,Dürrenmatt,Ulrich,m
1953,1953,NA,Durrer,Franz Jos. Nikl. Val.,m
1954,1954,NA,Durrer,Nikolaus,m
1955,1955,NA,Durrer,Robert Ant. Al.,m
1956,1956,NA,Duss,Josef,m
1957,1957,NA,Duttweiler,Gottlieb,m
1958,1958,NA,Eberle,Ambros,m
1959,1959,NA,Eberle,Josef Anton,m
1960,1960,NA,Eckenstein,Eduard,m
1961,1961,NA,Eder,Carl,m
1962,1962,NA,Eggenberger,Christian,m
1963,1963,NA,Eggenberger,Matthias,m
1964,1964,NA,Eggenberger,Ulrich,m
1965,1965,NA,Egger,Franz,m
1966,1966,NA,Egger,Walter,m
1967,1967,NA,Eggli,Friedrich,m
1968,1968,NA,Eggspühler,Franz Xaver,m
1969,1969,NA,Egli,Gotthard,m
1970,1970,NA,Egloff,Joh. Konrad,m
1971,1971,NA,Ehrler,André,m
1972,1972,NA,Ehrmann,Karl Hektor,m
1973,1973,NA,Eibel,Robert,m
1974,1974,NA,Eigenmann,Carl,m
1975,1975,NA,Eisenhut,Joh. Konrad,m
1976,1976,NA,Eisenhut,Johann Ulrich,m
1977,1977,NA,Eisenhut,Johannes,m
1978,1978,NA,Eisenring,Johann B.,m
1979,1979,NA,Eisenring,Theodor,m
1980,1980,NA,Elsässer,Emil,m
1981,1981,NA,Elsässer,F.-Xavier-M.,m
1982,1982,NA,Emery,Alexandre,m
1983,1983,NA,Enderli,Hans,m
1984,1984,NA,Engel,Karl,m
1985,1985,NA,Engelhard,Joh. Anton,m
1986,1986,NA,Engelhard,Joh. Friedr. L.,m
1987,1987,NA,Engemann,Karl,m
1988,1988,NA,Erismann,Max A.,m
1989,1989,NA,Erni,Anton,m
1990,1990,NA,Erni,Josef,m
1991,1991,NA,Erpf,Franz Eduard,m
1992,1992,NA,Escher,Eugen,m
1993,1993,NA,Escher,J. H. Alfred,m
1994,1994,NA,Escher,Josef,m
1995,1995,NA,Eschmann,Johannes,m
1996,1996,NA,Estoppey,Charles,m
1997,1997,NA,Etlin,Simon,m
1998,1998,NA,Etter,Philipp,m
1999,1999,NA,Etter,Rudolf,m
2000,2000,NA,Eugster,Arthur,m
2001,2001,NA,Eugster,Gallus,m
2002,2002,NA,Eugster,Howard,m
2003,2003,NA,Evéquoz,Maurice,m
2004,2004,NA,Evéquoz,Raymond,m
2005,2005,NA,Eymann,Fritz Henry,m
2006,2006,NA,Eytel,Jules-D.,m
2007,2007,NA,Fahrländer,Karl Emanuel,m
2008,2008,NA,Fahrländer,Karl F. S.,m
2009,2009,NA,Farbstein,David,m
2010,2010,NA,Farner,Hermann,m
2011,2011,NA,Fässler,Johann,m
2012,2012,NA,Fässler,Josef Anton,m
2013,2013,NA,Fauquex,Frédéric,m
2014,2014,NA,Favarger,Pierre-Frédéric,m
2015,2015,NA,Favon,Georges-S.,m
2016,2016,NA,Favre,Antoine,m
2017,2017,NA,Favre,Joseph-A.,m
2018,2018,NA,Favre,L. Eugène,m
2019,2019,NA,Favre-Bulle,Adrien,m
2020,2020,NA,Favrod-Coune,Charles-Albert,m
2021,2021,NA,Fawer,Albert,m
2022,2022,NA,Fazan,Edouard,m
2023,2023,NA,Fazy,G.-Ph.-Henri,m
2024,2024,NA,Fazy,James,m
2025,2025,NA,Feer,Carl,m
2026,2026,NA,Fehr,A. Eduard,m
2027,2027,NA,Fehr,Joh. Jakob,m
2028,2028,NA,Fehr,Karl Alfred,m
2029,2029,NA,Feigenwinter,Ernst,m
2030,2030,NA,Felber,Georg,m
2031,2031,NA,Feldmann,Markus,m
2032,2032,NA,Feller,Gottfried,m
2033,2033,NA,Fellmann,Dominik,m
2034,2034,NA,Fenk,Jakob,m
2035,2035,NA,Fer,Donatien Ph. A. A.,m
2036,2036,NA,Ferri,Mario,m
2037,2037,NA,Fierz,Heinrich J.,m
2038,2038,NA,Filliez,Maurice-Eugène,m
2039,2039,NA,Fischer,Adolf,m
2040,2040,NA,Fischer,Bernhard Friedrich,m
2041,2041,NA,Fischer,Hans,m
2042,2042,NA,Fischer,Leonz,m
2043,2043,NA,Fischer,Vinzenz,m
2044,2044,NA,Flaction,Georges-Adolphe,m
2045,2045,NA,Flisch,Peter,m
2046,2046,NA,Flück,Friedrich,m
2047,2047,NA,Flückiger,Daniel,m
2048,2048,NA,Flückiger,Ernst,m
2049,2049,NA,Flükiger,Ernst,m
2050,2050,NA,Fogliardi,Augusto,m
2051,2051,NA,Folletête,Casimir,m
2052,2052,NA,Folly,Jean,m
2053,2053,NA,Fonjallaz,Charles-Eugène,m
2054,2054,NA,Fonjallaz,J.-Frédéric-H.,m
2055,2055,NA,Fontana,J.-P.-Théodore,m
2056,2056,NA,Fontanel,Jean-Adolphe-Ch.,m
2057,2057,NA,Foppa,Christian,m
2058,2058,NA,Fornerod,Ch.-E.-Constant,m
2059,2059,NA,Forni,Carl'Antonio,m
2060,2060,NA,Forrer,Johann Ludwig,m
2061,2061,NA,Forrer,Robert,m
2062,2062,NA,Forster,Georg E.,m
2063,2063,NA,Fracheboud,Pierre-Th.,m
2064,2064,NA,Frainier,Paul,m
2065,2065,NA,Franchini,Alessandro,m
2066,2066,NA,Francillon,Ernest,m
2067,2067,NA,Frank,Ferdinand,m
2068,2068,NA,Franscini,Stefano,m
2069,2069,NA,Franzoni,Alberto,m
2070,2070,NA,Fratecolla,Giuseppe,m
2071,2071,NA,Frei,Emil,m
2072,2072,NA,Frei,Johannes L.,m
2073,2073,NA,Freiburghaus,Erwin,m
2074,2074,NA,Freiburghaus,Jakob,m
2075,2075,NA,Freimüller,Eduard,m
2076,2076,NA,Freuler,Hermann,m
2077,2077,NA,Frey,Alfred,m
2078,2078,NA,Frey,Emil,m
2079,2079,NA,Frey,Emil Joh. Rud.,m
2080,2080,NA,Frey,Emil Remig.,m
2081,2081,NA,Frey,Samuel,m
2082,2082,NA,Frey,Theodor,m
2083,2083,NA,Frey-Hérosé,Friedrich A.,m
2084,2084,NA,Freymond,Pierre,m
2085,2085,NA,Fricker,Hans,m
2086,2086,NA,Friderich,Charles-M.,m
2087,2087,NA,Fritschi,Friedrich,m
2088,2088,NA,Fröhlich,Paul,m
2089,2089,NA,Fuchs,Hans,m
2090,2090,NA,Fueter,Friedrich,m
2091,2091,NA,Funk,Alexander L.,m
2092,2092,NA,Fuog,Johann Georg,m
2093,2093,NA,Furrer,Adolf,m
2094,2094,NA,Furrer,Emil Heinrich,m
2095,2095,NA,Furrer,Jonas,m
2096,2096,NA,Furrer,Josef,m
2097,2097,NA,Fusoni,Antonio,m
2098,2098,NA,Gabathuler,Johann Jakob,m
2099,2099,NA,Gabriel,Theodor,m
2100,2100,NA,Gabuzzi,Stefano,m
2101,2101,NA,Gächter,Johann Jakob,m
2102,2102,NA,Gadient,Andreas,m
2103,2103,NA,Gadmer,Gaudenz,m
2104,2104,NA,Gafner,Max,m
2105,2105,NA,Gaillard,Emile,m
2106,2106,NA,Gallati,Rudolf,m
2107,2107,NA,Gallati,Rudolf,m
2108,2108,NA,Galli,A. Domenico,m
2109,2109,NA,Galli,Antonio,m
2110,2110,NA,Galli,Brenno,m
2111,2111,NA,Gamma,Martin,m
2112,2112,NA,Gamma,Raymond,m
2113,2113,NA,Ganzoni,Anton Philipp,m
2114,2114,NA,Garbani,Evaristo,m
2115,2115,NA,Gasser,Adolf,m
2116,2116,NA,Gasser,Alfred,m
2117,2117,NA,Gasser,Hans,m
2118,2118,NA,Gatti,Agostino,m
2119,2119,NA,Gattiker,Oskar August,m
2120,2120,NA,Gaudard,Emile-Louis,m
2121,2121,NA,Gaudy,Johann Baptist,m
2122,2122,NA,Gautier,Victor,m
2123,2123,NA,Gavard,P.-Alexandre,m
2124,2124,NA,Geel,Johannes G. jun.,m
2125,2125,NA,Geel,Johannes G. sen.,m
2126,2126,NA,Gehrig,Alfred,m
2127,2127,NA,Geigy,Joh. Rudolf,m
2128,2128,NA,Geilinger,Rudolf,m
2129,2129,NA,Geiser,Henri,m
2130,2130,NA,Geissbühler,Fritz,m
2131,2131,NA,Geissbühler,Karl,m
2132,2132,NA,Gelpke,Rudolf Arnold,m
2133,2133,NA,Gemperli,Albert,m
2134,2134,NA,Gendre,Frédéric-J.,m
2135,2135,NA,Gendre,Henri,m
2136,2136,NA,Gengel,Florian,m
2137,2137,NA,Genoud,Oscar,m
2138,2138,NA,Genoud,Paul,m
2139,2139,NA,Georg,Alfred P. W.,m
2140,2140,NA,Germanier,André,m
2141,2141,NA,Germanier,Francis,m
2142,2142,NA,Germann,Adolf,m
2143,2143,NA,Gerosa,Walter,m
2144,2144,NA,Geser,Albert,m
2145,2145,NA,Gfeller,Arnold,m
2146,2146,NA,Gfeller,Hans,m
2147,2147,NA,Gfeller,Johann Ulrich,m
2148,2148,NA,Gianella,Ugo,m
2149,2149,NA,Giovanoli,Fritz,m
2150,2150,NA,Girard,Ami,m
2151,2151,NA,Girard,Joseph,m
2152,2152,NA,Girard,Julien,m
2153,2153,NA,Girod,Charles-Amédée,m
2154,2154,NA,Girod,Eugène,m
2155,2155,NA,Giroud,Emile,m
2156,2156,NA,Gisi,Joseph,m
2157,2157,NA,Gitermann,Valentin,m
2158,2158,NA,Glarner,Jacques,m
2159,2159,NA,Glasson,Gérard,m
2160,2160,NA,Glasson,James,m
2161,2161,NA,Glasson,Nicolas-L.,m
2162,2162,NA,Glasson,Pierre,m
2163,2163,NA,Glatthard,Karl,m
2164,2164,NA,Gloor,Adolf,m
2165,2165,NA,Gloor,Ernest,m
2166,2166,NA,Gloor,Walter,m
2167,2167,NA,Glutz,Josef Anton,m
2168,2168,NA,Gmür,Dominik,m
2169,2169,NA,Gmür,Leonhard,m
2170,2170,NA,Gnägi,Gottfried,m
2171,2171,NA,Gnägi,Rudolf,m
2172,2172,NA,Gobat,Albert,m
2173,2173,NA,Goetschel,Maurice,m
2174,2174,NA,Golay,Paul,m
2175,2175,NA,Golaz,Donat L.,m
2176,2176,NA,Good,Karl Friedrich,m
2177,2177,NA,Good,Wilhelm,m
2178,2178,NA,Gorgerat,Charles,m
2179,2179,NA,Göttisheim,Chr. Friedrich,m
2180,2180,NA,Göttisheim,Emil,m
2181,2181,NA,Gottofrey,Fr.-Xavier,m
2182,2182,NA,Gottofrey,Vincent,m
2183,2183,NA,Gottret,Jules-Edouard,m
2184,2184,NA,Graber,Ernest-Paul,m
2185,2185,NA,Graber,Pierre,m
2186,2186,NA,Graedel,Adolphe,m
2187,2187,NA,Graf,Christian,m
2188,2188,NA,Graf,Emil,m
2189,2189,NA,Graf,Ernst Otto,m
2190,2190,NA,Graf,Hermann,m
2191,2191,NA,Graf,Jakob B.,m
2192,2192,NA,Graf,Konrad,m
2193,2193,NA,Grand,Eugène,m
2194,2194,NA,Grand,Louis,m
2195,2195,NA,Grandjean,Henri,m
2196,2196,NA,Grandjean,Jules,m
2197,2197,NA,Grandjean,Jules,m
2198,2198,NA,Grandpierre,Louis,m
2199,2199,NA,Grass,Josias,m
2200,2200,NA,Graven,Jean-Baptist,m
2201,2201,NA,Grendelmeier,Alois,m
2202,2202,NA,Gressot,Jean,m
2203,2203,NA,Greulich,Hermann,m
2204,2204,NA,Grieb,Ernst Aug.,m
2205,2205,NA,Grieder,Albert,m
2206,2206,NA,Grieshaber,Robert,m
2207,2207,NA,Grillet,Jos.-Hyacinthe,m
2208,2208,NA,Grimm,Robert,m
2209,2209,NA,Grivaz,Daniel-Salomon,m
2210,2210,NA,Grob,Ernst,m
2211,2211,NA,Grobet,J.-F.-Henri,m
2212,2212,NA,Grosjean,L. Arnold,m
2213,2213,NA,Grospierre,Achille-Tell,m
2214,2214,NA,Gross,Emile,m
2215,2215,NA,Gross,Louis,m
2216,2216,NA,Grubenmann,Adolf,m
2217,2217,NA,Grünenfelder,Emil,m
2218,2218,NA,Grunholzer,Joh. Heinrich,m
2219,2219,NA,Grünig,Peter,m
2220,2220,NA,Grütter,Alfred,m
2221,2221,NA,Grütter,Fritz,m
2222,2222,NA,Gschwind,Hugo,m
2223,2223,NA,Gschwind,Stephan,m
2224,2224,NA,Gugelmann,Arnold,m
2225,2225,NA,Gugelmann,Joh. Friedrich,m
2226,2226,NA,Gugerli,Ernst,m
2227,2227,NA,Guglielmetti,Giulio,m
2228,2228,NA,Guinand,André,m
2229,2229,NA,Guisan,Louis,m
2230,2230,NA,Guldin,Josef,m
2231,2231,NA,Guntern,Leo,m
2232,2232,NA,Guntli,Eduard,m
2233,2233,NA,Guscetti,Sevorino,m
2234,2234,NA,Gut,Theodor,m
2235,2235,NA,Gut,Theodor,m
2236,2236,NA,Gutknecht,Jakob,m
2237,2237,NA,Gutknecht,Samuel,m
2238,2238,NA,Gutzwiller,Stephan,m
2239,2239,NA,Guyer,Julius,m
2240,2240,NA,Gwerder,Anton,m
2241,2241,NA,Gysel,Zacharias,m
2242,2242,NA,Gysin,August,m
2243,2243,NA,Gysler,Paul,m
2244,2244,NA,Haab,Robert,m
2245,2245,NA,Häberlin,Fr. Heinrich,m
2246,2246,NA,Häberlin,Heinrich,m
2247,2247,NA,Häberlin,Hermann,m
2248,2248,NA,Häberlin,Hermann,m
2249,2249,NA,Häberlin,Johann Jakob,m
2250,2250,NA,Häberlin,K. Eduard,m
2251,2251,NA,Haberstich,Johann,m
2252,2252,NA,Hackhofer,Karl,m
2253,2253,NA,Hadorn,Johann Jakob,m
2254,2254,NA,Hadorn,Werner,m
2255,2255,NA,Haefelin,Paul,m
2256,2256,NA,Häfliger,Eduard,m
2257,2257,NA,Hafner,Johann Ulrich,m
2258,2258,NA,Hagmann,Walter,m
2259,2259,NA,Haldenwang,Georges,m
2260,2260,NA,Hallauer,Johannes,m
2261,2261,NA,Haller,Armin,m
2262,2262,NA,Haller,Ernst,m
2263,2263,NA,Haller,Theodor,m
2264,2264,NA,Hammer,Joh. Bernhard,m
2265,2265,NA,Hämmerli,Walter,m
2266,2266,NA,Hanauer,Joh. Ulrich,m
2267,2267,NA,Hänggi,Franz Josef,m
2268,2268,NA,Häni,Rudolf,m
2269,2269,NA,Hardegger,Emil,m
2270,2270,NA,Hardmeier,Emil,m
2271,2271,NA,Hartmann,Georg,m
2272,2272,NA,Hartmann,Siegfried E.,m
2273,2273,NA,Hasler,Joh. Jakob,m
2274,2274,NA,Hauser,Adolf,m
2275,2275,NA,Hauser,Edwin,m
2276,2276,NA,Hauser,Fritz E.,m
2277,2277,NA,Hauser,Jakob Heinrich,m
2278,2278,NA,Hauser,Joh. Jakob,m
2279,2279,NA,Hauser,Johann Jakob,m
2280,2280,NA,Hauser,Paul,m
2281,2281,NA,Hauser,Walter,m
2282,2282,NA,Hautle,Johann Nepomuk,m
2283,2283,NA,Hautle,Joseph Albert U.,m
2284,2284,NA,Hayoz,Franz,m
2285,2285,NA,Hediger,Franz,m
2286,2286,NA,Heer,Alfred,m
2287,2287,NA,Heer,Gottfried,m
2288,2288,NA,Heer,Heinrich,m
2289,2289,NA,Heer,Joachim,m
2290,2290,NA,Hefti,Jakob,m
2291,2291,NA,Hefti,Melchior,m
2292,2292,NA,Hegner,Meinrad Jb.,m
2293,2293,NA,Heil,Anton,m
2294,2294,NA,Heim,Franz Joseph,m
2295,2295,NA,Heim,Johann Heinrich,m
2296,2296,NA,Heinzer,Josef,m
2297,2297,NA,Heitz,Joh. Philipp,m
2298,2298,NA,Helbling,Albert,m
2299,2299,NA,Helbling,Felix,m
2300,2300,NA,Held,Alfred,m
2301,2301,NA,Heller,Emil,m
2302,2302,NA,Heller,Hermann,m
2303,2303,NA,Heller,Johann Jak.,m
2304,2304,NA,Henggeler,Josef,m
2305,2305,NA,Henggeler,Wolfgang,m
2306,2306,NA,Henry,Henri-Louis,m
2307,2307,NA,Héridier,Marc,m
2308,2308,NA,Hermann,Nicolaus,m
2310,2310,NA,Herren,Fritz,m
2311,2311,NA,Hertenstein,Friedrich Wilhelm,m
2312,2312,NA,Herzog,Adam,m
2313,2313,NA,Herzog,Ernst,m
2314,2314,NA,Herzog,Heinrich,m
2315,2315,NA,Hess,Heinrich,m
2316,2316,NA,Hess,Josef Anton,m
2317,2317,NA,Hess,Konrad,m
2318,2318,NA,Hess,Otto (senior),m
2319,2319,NA,Heutschi,Urs V. A.,m
2320,2320,NA,Hidber,J. K. Ferdinand,m
2321,2321,NA,Hildebrand,Jakob,m
2322,2322,NA,Hildebrand,Josef,m
2323,2323,NA,Hilfiker,Hans,m
2324,2324,NA,Hilfiker,Walter,m
2325,2325,NA,Hilty,Carl,m
2326,2326,NA,Hilty,Paravizin,m
2327,2327,NA,Hilty,Rudolf,m
2328,2328,NA,Hirter,Johann D.,m
2329,2329,NA,Hirzel,Eugène,m
2330,2330,NA,Hitz,Christian-Albert,m
2331,2331,NA,Hochstrasser,Candid,m
2332,2332,NA,Hoefliger,Benedikt Anton Wolfgang,m
2333,2333,NA,Hofer,Hans,m
2334,2334,NA,Hofer,Hans,m
2335,2335,NA,Hofer,Joh. Friedrich,m
2336,2336,NA,Hofer,Michael,m
2337,2337,NA,Hoffmann,H. Arthur,m
2338,2338,NA,Hoffmann,Karl J.,m
2339,2339,NA,Hofmann,Emil,m
2340,2340,NA,Hofmann,Paul,m
2341,2341,NA,Hofstetter,Alfred,m
2342,2342,NA,Hofstetter,Daniel,m
2343,2343,NA,Hofstetter,Josef,m
2344,2344,NA,Hohl,Johann Jakob,m
2345,2345,NA,Hohl,Johannes,m
2346,2346,NA,Hold,Hans,m
2347,2347,NA,Holdener,Fridolin,m
2348,2348,NA,Holenstein,Thomas,m
2349,2349,NA,Holenstein,Thomas,m
2350,2350,NA,Homberger,Heinrich,m
2351,2351,NA,Honauer,Niklaus,m
2352,2352,NA,Honegger,Fritz,m
2353,2353,NA,Honegger,Heinrich,m
2354,2354,NA,Hoppeler,Hans,m
2355,2355,NA,Höppli,Otto,m
2356,2356,NA,Hörni,Joh. Konrad,m
2357,2357,NA,Hotz,Marcel,m
2358,2358,NA,Houriet,René-Albert,m
2359,2359,NA,Huber,Casimir,m
2360,2360,NA,Huber,Eduard D.,m
2361,2361,NA,Huber,Eugen,m
2362,2362,NA,Huber,Harald,m
2363,2363,NA,Huber,Johann Josef,m
2364,2364,NA,Huber,Johannes,m
2365,2365,NA,Huber,Josef,m
2366,2366,NA,Huber,Karl,m
2367,2367,NA,Huber,Karl Adolf,m
2368,2368,NA,Huber,Otto,m
2369,2369,NA,Huber,Rudolf,m
2370,2370,NA,Huber,Vinzenz,m
2371,2371,NA,Hubler,Johannes,m
2372,2372,NA,Hug,Johann Kaspar,m
2373,2373,NA,Huggler,August,m
2374,2374,NA,Humbert,Amédor,m
2375,2375,NA,Humbert,Jean,m
2376,2376,NA,Humbert-Droz,Aimé,m
2377,2377,NA,Humbert-Droz,Jules,m
2378,2378,NA,Hungerbühler,Johann Matthias,m
2379,2379,NA,Hüni,Heinrich,m
2380,2380,NA,Hunkeler,Anton,m
2381,2381,NA,Hunziker,Otto,m
2382,2382,NA,Huonder,Johann Josef,m
2383,2383,NA,Hürlimann,Alois,m
2384,2384,NA,Hürlimann,Hans,m
2385,2385,NA,Hürlimann,Hans Heinrich,m
2386,2386,NA,Ilg,Konrad,m
2387,2387,NA,Imboden,Max,m
2388,2388,NA,Imfeld,Johann,m
2389,2389,NA,Imobersteg,Jakob,m
2390,2390,NA,In Albon,Peter Ludwig,m
2391,2391,NA,Indergand,Josef,m
2392,2392,NA,Irlet,Gustave-Albert,m
2393,2393,NA,Iselin,Isaac A.,m
2394,2394,NA,Isenschmid,Eduard,m
2395,2395,NA,Isler,Jak. Alois,m
2396,2396,NA,Isler,Jakob,m
2397,2397,NA,Isler,P. Emil,m
2398,2398,NA,Iten,Alphons,m
2399,2399,NA,Iten,Klemens,m
2400,2400,NA,Jaccard,Alix,m
2401,2401,NA,Jaccard,Gustave-Ad.,m
2402,2402,NA,Jaccard,Michel,m
2403,2403,NA,Jaccottet,Georges,m
2404,2404,NA,Jaccottet,Henri-Louis,m
2405,2405,NA,Jacottet,Henri-Pierre,m
2406,2406,NA,Jacquod,René,m
2407,2407,NA,Jaeckle,Erwin,m
2408,2408,NA,Jaeger,Walter,m
2409,2409,NA,Jäger,Gottlieb,m
2410,2410,NA,Jäger,Josef,m
2411,2411,NA,Jäggi,August,m
2412,2412,NA,Jäggi,Bernhard,m
2413,2413,NA,Jakob,Ernst,m
2414,2414,NA,Jakob,Johann,m
2415,2415,NA,Jan,Ch.-Henri-F-,m
2416,2416,NA,Jann,Ferdinand,m
2417,2417,NA,Jann,Karl,m
2418,2418,NA,Janner,Adolfo,m
2419,2419,NA,Jaquet,Joseph,m
2420,2420,NA,Jaquet,Nicolas,m
2421,2421,NA,Jaton,J.-Alfred,m
2422,2422,NA,Jauch,A. Giovanni,m
2423,2423,NA,Jaunin,Alfred,m
2424,2424,NA,Jeanhenry,Alfred,m
2425,2425,NA,Jeanneret,Charles,m
